weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
12.6,95.8,4.9,80.1,B
17.4,85.3,6.3,69.0,C
12.1,94.2,2.2,89.5,A
25.7,62.3,4.7,100.0,A
8.6,83.0,7.5,72.2,B
0.0,68.9,7.6,48.9,D
20.9,85.7,4.0,87.9,A
12.5,85.9,9.4,81.7,B
9.3,90.7,6.3,68.9,C
17.7,91.2,8.9,100.0,A
17.9,80.9,5.5,79.4,B
9.7,80.9,9.2,71.8,B
23.3,95.8,6.3,88.0,A
21.0,91.8,8.6,93.1,A
28.8,62.9,10.0,100.0,A
11.8,83.3,5.9,83.7,B
16.1,78.4,3.4,82.4,B
16.6,100.0,4.9,97.0,A
12.7,67.4,3.0,92.2,A
17.8,83.2,5.6,82.1,B
18.3,81.4,6.8,89.5,A
18.4,77.9,9.4,100.0,A
12.7,65.1,7.9,77.1,B
13.5,100.0,1.0,85.2,A
11.0,76.6,4.7,78.2,B
9.7,93.8,6.6,65.4,C
14.6,93.0,7.2,75.8,B
25.6,69.7,6.5,100.0,A
29.3,84.4,8.6,100.0,A
24.2,79.8,5.4,100.0,A
11.8,93.9,7.8,82.9,B
17.9,82.7,4.0,100.0,A
0.7,92.2,7.0,45.6,D
13.9,95.1,5.8,72.5,B
12.3,97.9,5.6,81.8,B
28.1,100.0,6.5,100.0,A
16.8,74.6,4.0,89.3,A
15.4,87.3,1.5,72.2,B
14.5,63.5,6.5,96.6,A
13.0,85.7,6.1,61.0,C
18.7,76.5,4.8,100.0,A
10.4,75.4,9.2,70.1,B
18.8,58.4,4.6,100.0,A
25.0,87.2,7.6,100.0,A
15.8,82.3,6.7,90.3,A
12.8,81.8,8.3,84.7,B
14.5,69.9,6.2,93.9,A
23.4,74.0,4.5,100.0,A
16.0,87.6,1.4,92.2,A
10.7,93.2,5.4,81.3,B
20.7,82.0,10.0,100.0,A
10.0,90.0,4.6,69.0,C
13.4,100.0,3.0,89.0,A
16.6,67.6,4.1,95.8,A
9.4,86.0,6.6,71.1,B
2.5,71.3,5.9,46.6,D
18.1,100.0,6.7,96.9,A
0.0,87.1,4.6,49.9,D
8.5,65.9,2.7,74.2,B
20.4,72.8,3.7,99.2,A
17.9,100.0,4.0,100.0,A
13.9,87.2,6.9,92.1,A
8.7,84.6,6.9,72.1,B
12.0,100.0,3.9,87.8,A
19.0,77.3,6.6,100.0,A
14.1,79.0,5.2,86.0,A
6.4,74.9,5.2,36.6,F
8.8,77.7,1.6,87.6,A
12.0,91.9,6.6,79.5,B
17.6,90.0,5.0,98.8,A
15.7,83.9,8.0,94.6,A
6.3,76.4,2.6,71.7,B
24.4,91.0,6.0,100.0,A
9.8,69.7,10.0,76.1,B
18.1,92.8,7.9,80.0,B
8.4,83.3,9.1,87.6,A
32.4,93.2,6.4,100.0,A
24.3,82.2,5.8,100.0,A
9.6,86.5,4.9,72.4,B
15.6,88.7,4.8,91.6,A
7.8,76.7,4.1,77.7,B
12.5,88.2,6.1,84.6,B
18.0,92.9,5.9,100.0,A
20.9,82.6,5.8,100.0,A
6.3,93.3,8.3,91.9,A
9.8,74.7,7.4,55.4,C
21.6,94.0,6.5,100.0,A
24.3,92.2,4.5,100.0,A
9.6,73.6,4.8,59.6,C
21.7,93.3,8.0,95.4,A
6.4,77.1,5.5,68.4,C
12.9,92.6,4.5,89.0,A
7.0,85.1,8.2,66.4,C
12.2,77.7,6.2,98.3,A
28.4,94.1,9.9,100.0,A
14.6,80.3,6.1,74.5,B
13.0,89.9,7.2,81.7,B
11.0,74.3,5.5,66.8,C
12.9,75.1,7.2,91.9,A
9.3,98.5,9.7,62.7,C
16.0,85.9,9.0,93.6,A
14.8,91.9,6.4,80.0,B
11.8,97.7,10.0,100.0,A
11.2,100.0,5.6,81.3,B
16.3,92.2,8.3,100.0,A
9.9,65.8,7.7,94.3,A
13.3,79.6,3.2,72.8,B
11.8,82.5,5.7,62.8,C
0.0,85.5,6.5,63.8,C
21.0,100.0,9.6,100.0,A
2.2,90.6,7.2,79.0,B
2.6,76.1,4.9,56.7,C
21.3,71.2,4.9,82.0,B
7.2,77.6,6.8,76.3,B
0.5,91.9,7.3,50.9,D
24.4,92.0,9.5,100.0,A
10.5,82.9,4.4,76.1,B
23.5,77.4,8.0,100.0,A
8.6,99.2,5.7,83.1,B
3.5,90.5,5.4,54.0,D
12.7,97.7,5.4,88.0,A
6.5,84.5,4.5,41.2,D
17.8,100.0,7.1,98.7,A
19.7,83.6,6.0,100.0,A
21.5,88.4,7.9,90.3,A
12.8,72.3,8.7,83.7,B
24.7,79.1,4.6,100.0,A
8.5,81.6,5.2,74.7,B
15.9,77.3,7.7,82.0,B
14.0,75.7,6.7,95.3,A
28.8,80.4,5.9,100.0,A
23.5,50.0,2.9,100.0,A
15.2,77.0,7.8,92.6,A
16.4,68.0,4.8,99.6,A
25.7,67.9,6.7,100.0,A
9.7,93.4,8.9,78.8,B
0.8,88.4,5.8,49.9,D
8.2,97.6,4.4,68.5,C
12.1,99.0,0.2,85.8,A
24.5,89.5,6.9,100.0,A
22.3,71.0,6.5,100.0,A
14.7,71.7,6.3,89.2,A
18.3,99.9,8.4,81.5,B
10.0,93.8,4.7,80.5,B
29.6,91.6,2.2,100.0,A
23.5,81.9,7.0,97.0,A
15.4,65.6,2.2,83.3,B
14.5,79.1,3.7,76.6,B
19.9,100.0,1.6,94.0,A
14.6,96.3,5.7,87.0,A
2.3,90.5,7.2,57.9,C
25.7,78.5,5.9,100.0,A
23.2,85.8,4.4,87.5,A
17.6,93.4,7.7,95.1,A
12.1,75.9,7.0,80.2,B
15.1,75.8,5.8,99.4,A
0.0,79.2,5.8,53.5,D
7.2,79.0,8.3,55.2,C
27.4,96.7,6.5,100.0,A
18.6,96.2,3.0,89.4,A
1.4,69.5,1.8,46.5,D
9.2,83.1,4.5,84.7,B
1.5,96.1,5.0,49.6,D
9.5,79.8,9.6,58.4,C
13.8,71.4,8.1,72.8,B
26.2,87.6,5.4,100.0,A
20.5,77.7,4.3,100.0,A
12.9,91.8,10.0,77.2,B
13.2,91.1,3.4,94.6,A
9.4,84.4,4.1,78.1,B
22.6,100.0,5.5,100.0,A
23.5,83.3,8.0,100.0,A
5.6,84.1,6.5,64.6,C
3.0,90.3,5.7,53.5,D
12.8,94.1,8.0,91.9,A
13.6,61.5,6.3,78.4,B
16.8,91.2,8.3,100.0,A
3.3,87.8,7.5,49.2,D
10.0,100.0,5.0,78.9,B
14.4,86.7,2.3,73.9,B
9.5,94.3,4.2,81.9,B
21.0,95.5,3.3,100.0,A
28.1,66.9,5.0,100.0,A
11.2,94.7,5.2,90.1,A
21.2,93.0,5.3,100.0,A
12.5,86.9,6.5,86.7,A
8.5,82.8,2.4,63.9,C
10.0,96.1,6.1,63.1,C
20.4,100.0,7.2,90.9,A
10.5,80.4,5.4,75.5,B
11.9,77.0,2.3,82.6,B
7.0,95.9,4.7,58.8,C
19.4,81.3,4.6,77.8,B
18.2,73.8,3.6,100.0,A
25.2,92.0,10.0,100.0,A
19.2,83.0,8.1,95.9,A
17.9,80.7,3.7,96.5,A
19.1,95.6,6.9,95.5,A
13.2,69.8,7.4,70.7,B
15.8,76.2,6.6,79.2,B
21.5,85.2,7.1,100.0,A
9.3,88.8,6.2,90.2,A
26.9,90.7,6.0,100.0,A
19.5,86.9,6.1,100.0,A
29.1,82.8,6.5,100.0,A
6.8,84.7,8.1,71.0,B
6.8,94.5,6.1,78.2,B
17.6,70.6,3.7,90.7,A
15.9,85.3,7.1,92.2,A
11.8,95.6,4.7,80.7,B
6.1,92.2,7.4,92.4,A
13.1,92.9,5.0,97.4,A
16.5,91.2,6.7,96.4,A
5.8,80.8,1.7,58.1,C
12.1,92.1,6.7,83.8,B
17.7,89.8,7.8,99.7,A
20.5,73.2,7.2,86.2,A
13.0,82.1,5.8,100.0,A
9.4,73.9,9.4,58.4,C
15.8,73.2,3.6,87.6,A
13.6,76.0,6.4,70.9,B
4.7,87.7,7.7,55.3,C
11.8,70.5,4.7,74.0,B
10.9,96.9,5.1,70.8,B
15.2,76.6,2.6,83.1,B
9.9,89.8,4.8,64.0,C
11.2,68.9,9.6,88.8,A
13.7,72.8,5.9,73.5,B
19.5,84.4,5.7,92.8,A
15.6,85.2,5.2,83.1,B
33.7,96.9,5.4,100.0,A
6.1,94.6,5.4,69.7,C
21.4,82.7,6.9,100.0,A
14.5,66.1,6.5,80.2,B
5.2,78.7,6.6,56.8,C
12.4,79.1,5.1,79.8,B
4.4,96.5,4.9,77.6,B
15.6,95.4,5.5,90.9,A
12.9,87.2,5.0,86.6,A
10.2,84.8,8.1,84.8,B
7.6,88.1,5.7,65.9,C
22.1,78.6,9.7,93.3,A
13.9,83.9,5.9,78.9,B
16.5,72.7,8.3,91.5,A
16.2,89.5,1.9,77.6,B
15.8,84.7,6.1,98.4,A
12.7,86.1,4.6,81.8,B
25.6,73.0,7.4,96.9,A
30.7,71.6,4.2,100.0,A
25.1,80.3,8.8,100.0,A
15.2,81.0,1.5,85.1,A
14.7,77.9,1.6,100.0,A
22.6,75.1,10.0,100.0,A
9.7,75.0,8.5,84.0,B
27.0,90.7,4.7,100.0,A
20.5,100.0,4.9,100.0,A
13.0,95.5,7.4,91.9,A
17.0,89.2,4.4,79.8,B
19.4,100.0,3.8,99.2,A
12.0,77.6,6.1,81.7,B
22.2,82.3,4.8,99.4,A
23.9,76.9,3.6,100.0,A
13.2,83.3,4.0,64.8,C
11.7,87.1,5.6,83.1,B
14.3,90.5,3.9,74.1,B
6.9,96.7,5.4,55.9,C
3.3,92.8,8.1,59.5,C
12.0,74.5,2.9,79.8,B
8.3,90.4,4.5,74.3,B
27.4,93.0,6.5,100.0,A
11.8,73.0,7.0,71.0,B
18.2,85.6,7.4,100.0,A
10.6,71.3,4.6,67.5,C
27.5,87.4,4.7,100.0,A
13.6,94.5,4.9,92.3,A
6.3,80.0,4.0,70.0,C
19.7,86.7,6.5,91.2,A
16.8,85.0,9.3,95.7,A
23.4,91.6,3.0,87.7,A
13.9,94.9,7.8,87.2,A
15.8,86.6,8.1,100.0,A
4.4,87.5,4.9,60.6,C
20.8,82.7,5.3,100.0,A
15.4,87.6,9.2,93.6,A
14.1,88.4,5.2,100.0,A
13.4,70.6,5.3,81.6,B
13.0,85.0,6.5,59.3,C
20.9,73.7,5.8,98.2,A
8.5,80.5,2.8,53.9,D
20.2,93.3,8.1,100.0,A
3.8,100.0,7.1,57.4,C
1.6,78.6,6.4,68.8,C
24.9,96.1,4.6,100.0,A
7.8,86.6,7.8,53.8,D
15.7,76.8,3.7,75.5,B
13.1,87.8,4.1,75.5,B
17.4,97.1,5.8,84.8,B
15.4,83.1,2.7,79.8,B
22.3,83.2,3.1,100.0,A
5.0,83.2,6.3,60.5,C
19.7,89.8,3.8,100.0,A
14.6,95.5,9.7,93.7,A
4.3,90.6,8.1,44.7,D
11.3,97.2,7.8,73.2,B
3.8,96.7,2.9,44.5,D
3.3,87.3,6.0,45.9,D
11.9,100.0,3.2,94.6,A
23.3,84.9,2.0,97.7,A
17.2,89.9,4.9,76.6,B
24.1,89.9,5.5,100.0,A
15.5,82.2,7.1,84.0,B
25.8,89.4,8.1,100.0,A
25.1,62.3,4.7,100.0,A
8.4,100.0,5.5,55.2,C
15.5,77.2,6.5,100.0,A
9.9,95.0,7.0,68.7,C
14.0,82.7,4.4,84.5,B
26.6,90.1,4.7,100.0,A
10.5,71.3,7.5,64.7,C
6.7,100.0,5.7,64.8,C
7.2,92.2,6.1,76.7,B
12.2,82.4,2.3,87.6,A
40.0,66.9,4.7,100.0,A
25.3,86.7,3.7,77.7,B
0.0,86.9,8.3,40.9,D
14.7,69.1,6.4,89.0,A
10.6,75.4,5.9,87.4,A
21.9,80.3,3.1,97.0,A
6.7,77.8,0.4,74.1,B
7.7,87.9,5.0,55.0,C
11.0,85.9,7.6,91.3,A
10.2,89.1,3.3,77.4,B
19.6,71.9,7.1,78.7,B
12.7,86.5,6.6,63.0,C
22.0,88.6,5.7,100.0,A
9.3,96.8,6.5,78.2,B
21.1,100.0,6.1,98.2,A
6.9,94.3,4.5,86.6,A
19.3,83.6,10.0,100.0,A
11.5,94.7,5.5,97.9,A
21.2,75.6,9.3,100.0,A
0.0,66.2,1.8,39.3,F
9.5,100.0,3.9,80.2,B
23.2,96.4,7.7,100.0,A
13.6,83.9,9.7,86.9,A
3.1,97.7,7.2,44.8,D
10.1,65.0,3.0,70.5,B
17.7,77.1,4.8,94.3,A
9.3,86.6,9.7,73.4,B
23.1,100.0,4.6,100.0,A
22.6,82.8,4.2,100.0,A
19.7,76.5,6.3,89.2,A
22.2,84.2,8.6,93.6,A
11.4,77.9,7.6,63.4,C
25.4,69.1,7.1,100.0,A
22.5,76.9,6.0,100.0,A
14.1,90.1,5.3,85.0,B
3.6,81.8,6.1,61.3,C
0.0,83.1,4.1,52.5,D
21.9,70.2,5.1,100.0,A
3.7,86.7,8.1,52.4,D
8.6,76.8,5.2,70.7,B
18.3,90.5,3.0,99.3,A
5.9,86.8,4.3,51.3,D
32.0,100.0,9.1,100.0,A
16.7,79.6,7.8,87.4,A
25.3,100.0,6.6,100.0,A
22.3,82.8,4.6,100.0,A
0.0,77.2,7.8,28.0,F
20.2,99.1,9.3,99.3,A
14.9,71.1,4.4,100.0,A
14.6,84.8,7.3,79.9,B
14.8,98.2,6.5,76.8,B
22.4,94.3,6.2,100.0,A
26.5,91.9,3.8,100.0,A
6.7,90.8,6.5,54.5,D
15.5,77.0,5.4,93.9,A
24.8,73.8,8.4,100.0,A
13.5,69.1,7.2,81.8,B
16.4,84.1,5.7,95.8,A
16.5,83.7,2.0,88.0,A
29.8,90.2,6.4,100.0,A
20.2,98.4,2.3,100.0,A
29.5,83.2,6.7,100.0,A
27.2,82.0,2.1,100.0,A
13.4,88.0,8.6,81.9,B
17.1,78.8,7.1,85.8,A
29.4,82.7,4.6,100.0,A
7.0,86.7,6.7,70.3,B
20.3,58.2,4.2,100.0,A
20.4,75.5,6.8,91.0,A
13.1,62.2,6.2,78.6,B
12.3,66.0,5.5,96.7,A
13.3,93.2,6.4,67.7,C
19.9,99.4,7.4,89.2,A
25.3,84.3,8.0,100.0,A
20.2,79.3,1.7,98.1,A
6.2,84.8,4.1,77.0,B
25.5,79.8,6.7,100.0,A
23.4,78.6,9.3,100.0,A
13.3,86.9,0.5,66.2,C
10.4,64.0,4.9,61.1,C
8.6,100.0,4.4,69.2,C
22.5,88.5,6.3,100.0,A
1.8,85.5,5.6,67.7,C
22.7,79.1,9.7,100.0,A
11.8,84.9,3.4,67.8,C
17.0,73.4,3.6,96.7,A
0.0,77.1,6.6,48.1,D
2.6,80.6,9.6,61.2,C
10.2,73.8,4.3,72.4,B
8.6,79.3,4.9,73.4,B
20.3,90.0,3.8,100.0,A
17.1,78.5,7.9,98.1,A
28.5,87.6,5.5,100.0,A
18.6,91.0,5.5,86.9,A
10.4,84.7,9.0,64.3,C
23.6,86.7,5.2,92.9,A
11.8,100.0,3.3,95.6,A
11.4,92.1,7.3,68.8,C
15.0,89.9,5.5,100.0,A
26.3,69.2,4.7,100.0,A
22.4,94.3,6.4,100.0,A
22.1,87.7,7.0,92.6,A
28.7,59.9,3.9,100.0,A
22.0,88.0,3.5,100.0,A
6.4,96.8,6.9,72.1,B
18.8,95.6,5.1,100.0,A
26.4,84.2,6.9,100.0,A
4.4,87.1,4.9,64.6,C
14.9,97.1,5.8,78.1,B
7.5,97.6,7.0,75.0,B
15.9,77.9,5.4,82.5,B
22.9,87.4,2.8,100.0,A
24.4,77.4,5.3,100.0,A
13.7,74.3,4.6,70.2,B
19.6,69.0,4.4,81.5,B
4.5,93.2,3.6,47.6,D
2.8,88.3,9.4,46.0,D
22.8,81.7,6.6,100.0,A
0.0,61.6,3.8,49.8,D
10.2,100.0,5.8,67.9,C
19.7,82.9,3.2,98.6,A
16.5,78.3,8.6,83.4,B
0.0,73.5,4.1,45.8,D
18.7,83.1,4.7,100.0,A
9.0,71.4,3.5,89.9,A
15.8,89.9,5.2,94.7,A
10.6,81.5,3.8,90.2,A
10.2,86.0,8.8,70.3,B
2.4,84.4,2.8,66.2,C
12.5,84.8,4.6,96.4,A
23.7,74.9,8.8,100.0,A
12.0,90.2,7.2,77.9,B
12.4,96.9,3.3,90.2,A
10.1,78.2,3.7,71.3,B
6.0,90.0,7.5,59.9,C
8.0,86.7,8.1,64.8,C
16.6,85.8,3.9,80.2,B
32.2,100.0,6.0,100.0,A
21.8,85.9,8.0,100.0,A
19.3,100.0,3.4,96.0,A
28.9,64.2,5.2,100.0,A
18.3,84.6,4.7,97.5,A
22.5,81.8,4.0,95.9,A
16.5,92.5,8.3,97.7,A
18.2,62.1,5.0,100.0,A
5.1,71.7,6.0,50.4,D
12.8,66.0,9.1,74.4,B
11.1,100.0,6.4,89.6,A
10.7,97.5,7.4,96.9,A
10.3,86.2,4.6,69.9,C
25.0,94.2,9.5,100.0,A
12.4,71.4,1.4,91.1,A
14.0,69.2,7.2,74.5,B
30.9,87.3,3.8,100.0,A
20.4,82.0,7.2,100.0,A
15.1,88.1,7.2,86.8,A
22.4,70.5,4.7,100.0,A
10.3,94.7,8.2,77.7,B
12.0,74.7,0.7,71.3,B
12.5,96.9,8.1,91.2,A
16.7,82.1,5.4,78.3,B
18.3,80.2,4.9,86.5,A
8.4,82.7,4.1,73.3,B
17.8,90.9,7.6,100.0,A
19.2,100.0,7.5,100.0,A
11.7,66.5,6.1,73.3,B
13.8,84.0,3.4,86.7,A
7.0,74.2,8.6,87.4,A
4.4,90.8,2.2,46.1,D
7.0,82.1,5.7,67.1,C
20.0,100.0,4.9,96.6,A
18.7,75.7,8.0,92.2,A
28.5,100.0,5.5,100.0,A
15.3,85.8,5.6,86.1,A
15.4,100.0,5.4,90.1,A
17.4,83.0,7.9,85.2,A
7.5,70.1,7.8,73.1,B
21.3,100.0,9.9,100.0,A
17.7,81.3,8.1,84.3,B
8.4,84.4,2.8,68.1,C
17.6,81.6,2.7,98.2,A
20.3,71.6,6.9,79.8,B
5.7,84.5,7.7,69.6,C
22.4,70.6,4.5,100.0,A
11.8,74.4,3.3,79.9,B
0.0,77.8,6.2,34.4,F
21.8,99.0,9.1,100.0,A
24.4,71.7,2.8,100.0,A
7.1,86.2,7.5,71.3,B
3.3,75.9,5.1,63.3,C
24.3,97.7,3.9,100.0,A
10.7,83.5,4.2,65.1,C
24.4,83.3,6.7,100.0,A
2.5,88.5,6.0,46.5,D
24.8,80.4,9.5,100.0,A
22.5,78.7,10.0,100.0,A
18.8,91.3,6.3,94.9,A
1.0,75.8,8.8,44.5,D
12.5,91.1,7.3,74.2,B
22.1,86.1,6.9,91.9,A
3.2,86.8,5.4,77.5,B
11.3,74.0,7.5,94.2,A
17.8,75.9,1.2,87.9,A
6.9,81.2,6.4,68.5,C
24.1,90.4,7.3,100.0,A
22.7,67.1,4.3,100.0,A
16.7,78.2,6.0,96.7,A
18.0,94.3,4.3,100.0,A
11.2,84.7,4.9,68.9,C
19.1,84.5,4.6,100.0,A
10.8,86.1,6.1,75.3,B
13.6,100.0,7.9,89.3,A
11.6,76.0,3.8,79.9,B
25.0,86.0,10.0,100.0,A
23.4,75.4,3.7,100.0,A
8.0,95.3,5.4,74.1,B
24.4,75.7,7.2,100.0,A
9.4,85.9,1.8,89.3,A
28.0,98.9,6.4,100.0,A
26.0,73.0,7.7,100.0,A
30.3,89.1,3.0,100.0,A
17.1,89.8,4.5,100.0,A
13.0,84.9,3.4,84.1,B
12.9,89.6,3.6,93.7,A
17.6,66.6,7.0,96.4,A
7.9,99.6,6.3,49.8,D
0.0,70.2,6.1,30.1,F
12.2,67.0,7.2,64.2,C
15.3,96.7,5.8,82.0,B
18.9,75.9,4.4,100.0,A
17.8,78.4,4.2,100.0,A
16.0,83.8,5.7,98.0,A
23.2,80.8,7.3,100.0,A
8.9,71.0,5.1,82.8,B
10.3,83.7,5.0,67.2,C
29.8,87.5,6.3,100.0,A
0.0,87.0,2.9,44.6,D
22.8,78.6,6.9,100.0,A
18.9,81.5,9.3,93.0,A
15.0,82.6,6.8,96.5,A
21.3,63.3,5.7,78.6,B
20.0,81.3,7.8,100.0,A
4.8,79.4,3.4,71.9,B
8.2,94.9,7.4,73.1,B
11.6,82.4,7.0,80.1,B
0.2,78.8,6.2,42.0,D
14.9,96.8,3.4,76.2,B
19.5,87.1,5.7,100.0,A
23.2,84.1,7.2,100.0,A
15.5,93.9,3.4,84.8,B
9.8,96.2,7.4,75.4,B
16.6,81.3,5.8,100.0,A
14.4,85.6,10.0,77.3,B
20.5,82.4,5.4,92.0,A
14.7,83.8,0.6,96.0,A
21.2,91.1,7.4,100.0,A
13.2,86.6,6.5,90.9,A
24.0,87.6,2.0,100.0,A
16.2,83.1,5.3,91.1,A
10.8,100.0,3.9,90.5,A
12.7,100.0,3.0,83.3,B
20.1,95.9,5.6,98.7,A
6.1,89.7,9.3,54.0,D
14.1,74.8,8.2,90.1,A
22.5,87.2,6.0,100.0,A
18.6,76.3,3.0,91.5,A
6.9,60.6,5.9,65.8,C
17.2,75.3,5.5,95.4,A
5.6,100.0,10.0,60.3,C
16.3,76.3,8.3,75.3,B
24.7,91.0,5.2,100.0,A
15.5,74.1,5.2,95.7,A
7.1,85.7,7.6,81.0,B
13.7,86.0,5.0,72.9,B
16.4,73.4,2.7,81.7,B
22.6,78.1,4.3,100.0,A
22.6,68.8,6.7,100.0,A
7.4,100.0,8.3,77.4,B
12.7,76.0,4.4,90.2,A
17.8,76.5,7.2,97.7,A
10.8,92.8,6.8,96.9,A
18.5,92.3,3.3,94.7,A
5.6,79.3,3.1,61.7,C
16.8,88.5,6.5,100.0,A
22.2,86.5,6.2,100.0,A
15.4,98.8,4.0,82.5,B
16.2,79.4,7.2,90.9,A
20.9,77.4,6.0,100.0,A
11.9,87.8,6.2,79.8,B
19.4,100.0,7.6,94.8,A
14.8,93.0,6.1,76.5,B
8.6,89.2,5.6,73.9,B
21.3,76.1,10.0,83.6,B
24.8,88.6,5.2,96.9,A
23.1,77.2,4.3,100.0,A
21.3,92.7,7.3,100.0,A
18.6,74.2,9.0,94.3,A
17.5,70.6,6.2,76.6,B
14.3,72.6,4.0,90.0,A
10.4,81.9,6.3,64.0,C
0.5,89.7,7.2,49.2,D
4.0,87.8,6.9,37.9,F
15.1,76.4,7.3,92.6,A
6.1,91.8,7.7,61.2,C
17.9,71.5,4.6,100.0,A
27.2,89.4,7.4,100.0,A
0.0,88.8,7.9,43.9,D
8.2,84.0,9.2,58.7,C
30.3,98.0,5.7,100.0,A
20.8,83.1,5.7,83.9,B
14.2,100.0,9.4,90.5,A
11.3,79.1,9.5,76.1,B
19.1,100.0,6.9,100.0,A
21.9,87.4,8.1,100.0,A
6.1,100.0,7.2,70.0,C
25.4,100.0,4.3,100.0,A
17.8,86.2,6.5,84.5,B
21.6,80.7,4.5,100.0,A
22.2,72.8,5.5,100.0,A
17.2,95.6,3.9,99.9,A
18.1,98.6,8.7,88.1,A
18.6,99.1,7.0,76.8,B
12.5,96.9,8.7,84.9,B
19.5,89.6,7.9,100.0,A
13.2,80.4,5.0,78.1,B
15.0,97.6,6.8,71.4,B
25.9,90.8,4.9,100.0,A
14.7,84.4,5.3,96.7,A
17.9,87.8,8.7,94.1,A
13.8,78.9,3.1,90.2,A
12.4,74.1,2.7,64.3,C
28.5,100.0,8.7,100.0,A
4.7,87.6,4.0,74.1,B
15.4,91.5,8.7,83.9,B
6.6,89.7,3.3,63.5,C
23.8,90.8,7.6,100.0,A
14.6,85.1,5.9,83.7,B
11.7,93.5,1.4,89.0,A
2.2,92.3,3.3,65.6,C
26.0,93.5,8.5,100.0,A
5.7,100.0,6.6,57.2,C
18.4,91.3,6.2,100.0,A
21.5,74.2,3.8,96.3,A
30.2,95.8,4.3,100.0,A
11.1,100.0,10.0,80.2,B
9.0,77.1,4.1,43.6,D
12.0,86.0,5.7,60.5,C
10.9,70.3,7.0,72.7,B
1.8,96.2,9.1,63.2,C
26.4,63.7,5.8,100.0,A
12.1,83.5,5.5,68.0,C
13.9,74.3,6.9,76.7,B
19.4,75.9,0.0,100.0,A
24.7,94.1,8.6,100.0,A
6.9,73.4,4.7,55.5,C
17.5,69.6,7.2,94.7,A
6.5,68.9,6.0,98.5,A
17.3,95.9,6.3,100.0,A
17.0,91.8,4.4,92.1,A
11.7,83.5,6.0,71.2,B
16.6,91.5,6.8,85.6,A
16.8,94.7,5.5,90.1,A
14.4,97.2,7.4,84.9,B
13.6,81.6,5.0,73.7,B
5.4,86.4,8.6,86.2,A
7.4,75.1,3.7,63.3,C
10.7,82.2,5.7,74.3,B
7.9,83.0,8.1,79.0,B
11.0,80.9,4.5,68.4,C
14.5,85.5,4.3,93.2,A
15.6,100.0,6.0,100.0,A
18.9,100.0,8.3,100.0,A
16.1,76.8,4.8,98.3,A
15.8,80.3,8.4,92.1,A
18.8,87.3,2.4,100.0,A
8.6,81.9,4.4,56.5,C
9.2,92.9,6.3,72.4,B
12.4,77.6,4.0,73.5,B
10.1,91.4,2.7,64.9,C
2.7,97.0,3.2,50.4,D
19.0,72.5,7.1,88.1,A
8.0,96.7,7.1,56.1,C
27.7,75.0,4.5,100.0,A
16.2,79.8,5.4,100.0,A
4.5,98.3,5.8,62.3,C
19.7,91.6,5.5,93.1,A
15.2,95.9,4.2,84.0,B
17.0,70.5,7.7,76.7,B
11.5,100.0,3.6,81.2,B
8.5,81.2,8.0,74.6,B
4.8,77.7,4.3,62.0,C
6.0,69.8,10.0,53.3,D
5.4,75.4,5.1,87.3,A
12.5,86.9,3.4,64.8,C
14.6,78.8,4.0,81.5,B
4.2,89.4,6.9,75.3,B
21.3,85.0,7.0,100.0,A
16.0,82.2,10.0,80.3,B
32.0,83.1,4.9,100.0,A
12.2,88.7,7.1,79.0,B
30.6,97.1,8.5,100.0,A
20.2,70.4,4.9,97.5,A
1.3,79.1,2.9,72.4,B
6.7,88.8,7.7,61.1,C
17.2,95.6,1.8,93.5,A
2.8,94.5,6.0,63.4,C
8.7,88.0,6.1,88.5,A
3.9,93.8,3.3,58.3,C
30.0,100.0,3.9,100.0,A
22.7,78.9,8.4,100.0,A
12.6,86.4,3.2,81.8,B
25.6,100.0,4.9,100.0,A
23.8,85.7,5.5,100.0,A
24.2,89.1,4.8,100.0,A
11.1,91.1,7.2,83.0,B
12.8,88.4,9.4,81.5,B
7.3,83.6,7.0,55.6,C
14.2,85.9,7.4,86.8,A
9.3,84.6,5.6,82.4,B
7.5,86.5,3.6,64.2,C
22.9,72.2,8.1,94.4,A
19.7,89.5,9.2,100.0,A
8.8,91.8,5.5,73.3,B
21.6,61.4,3.5,99.6,A
17.2,77.4,6.1,98.9,A
12.8,85.0,4.5,80.3,B
26.1,63.9,9.9,100.0,A
17.1,56.1,8.8,100.0,A
27.4,77.6,10.0,100.0,A
19.0,82.6,9.8,100.0,A
19.6,80.4,5.2,100.0,A
7.5,82.1,8.1,79.8,B
11.1,89.5,9.0,80.6,B
25.2,100.0,5.6,78.4,B
23.1,97.4,5.8,98.5,A
12.5,83.2,7.9,95.4,A
5.5,63.1,7.6,60.2,C
26.6,84.0,4.1,100.0,A
22.5,75.8,4.5,99.9,A
7.0,93.8,5.9,74.4,B
7.0,89.8,5.8,62.8,C
27.8,61.5,1.2,100.0,A
11.4,85.8,8.6,74.7,B
11.6,75.2,6.7,75.2,B
10.2,68.9,5.2,72.2,B
17.5,77.9,4.3,95.6,A
5.2,84.7,5.4,68.8,C
16.7,96.9,5.6,82.9,B
5.2,94.1,2.9,66.7,C
5.2,81.8,4.4,47.0,D
5.4,78.5,8.2,78.0,B
5.7,94.9,9.0,60.5,C
20.1,89.8,5.3,97.3,A
20.1,99.4,6.8,100.0,A
